hangul,hanja
운,䉙
울,鬱
울,蔚
울,𠃗
울,亐
울,菀
웅,雄
웅,熊
원,元
원,原
원,遠
원,員
원,園
원,院
원,願
원,源
원,援
원,圓
원,怨
원,冤
원,婉
원,邍
원,綩
원,朊
원,猨
원,楥
원,謜
원,猿
원,苑
원,貟
원,薗
원,寃
원,鵷
원,笎
원,騵
원,愿
원,沅
원,杬
원,湲
원,瑗
원,圜
원,袁
원,洹
원,褑
원,嫄
원,黿
원,轅
원,爰
원,媛
원,鴛
원,垣
원,鋺
원,阮
원,芫
원,阮
원,蜿
원,倇
월,月
월,越
월,鉞
월,刖
월,粤
위,爲
위,位
위,委
위,威
위,偉
위,衛
위,謂
위,圍
위,危
위,慰
위,違
위,衞
위,熨
위,萎
위,胃
위,僞
위,喟
위,瑋
위,闈
위,魏
위,葳
위,餧
위,諉
위,暐
위,蝟
위,葦
위,痿
위,韙
위,褘
위,韡
위,幃
위,緯
위,蔿
위,韋
위,尉
위,煒
위,骪
위,渭
위,逶
유,有
유,留
유,流
유,由
유,需
유,類
유,油
유,遊
유,維
유,劉
유,游
유,柳
유,幼
유,愉
유,愈
유,柔
유,遺
유,幽
유,悠
유,裕
유,猶
유,儒
유,唯
유,瑜
유,柚
유,逾
유,紐
유,癒
유,瘉
유,誘
유,溜
유,乳
유,聈
유,鮪
유,臾
유,腴
유,俞
유,釉
유,侑
유,壝
유,惟
유,㴗
유,讉
유,揄
유,揉
유,泑
유,甤
유,喩
유,庾
유,蚰
유,杻
유,窬
유,窳
유,湵
유,瑈
유,姷
유,鞣
유,琟
유,孺
유,鼬
유,硫
유,褕
유,洧
유,龥
유,斿
유,黝
유,呦
유,琉
유,宥
유,蝤
유,秞
유,諛
유,婑
유,瘐
유,諭
유,蚴
유,曘
유,萸
유,溜
유,琉
유,留
유,莠
유,硫
유,紐
유,類
유,流
유,逌
유,攸
유,冘
유,酉
유,濡
유,囿
유,帷
유,緌
유,兪
유,蕤
유,蕕
유,鍮
유,踰
유,蹂
유,猷
유,楡
유,楢
유,牖
유,籲
유,劉
유,杻
유,柳
유,糅
육,六
육,肉
육,育
육,陸
육,儥
육,陸
육,戮
육,六
육,毓
육,戮
육,堉
윤,輪
윤,允
윤,倫
윤,閏
윤,阭
윤,䦞
윤,淪
윤,㣧
윤,淪
윤,沇
윤,潤
윤,閠
윤,橍
윤,輪
윤,崙
윤,昀
윤,鈗
윤,胤
윤,奫
윤,倫
윤,鋆
윤,崙
윤,贇
윤,尹
윤,荺
윤,玧
율,律
율,率
율,率
율,汩
율,慄
율,栗
율,慄
율,律
율,潏
율,矞
율,栗
율,鴥
율,䫻
율,䢖
율,燏
율,聿
융,隆
융,融
융,瀜
융,狨
융,絨
융,隆
융,戎
은,銀
은,恩
은,隱
은,殷
은,嚚
은,㒚
은,蘟
은,垽
은,垠
은,蒑
은,蒽
은,狺
은,溵
은,圁
은,齗
은,𪙤
은,濦
은,𨶡
은,鄞
은,听
은,訔
은,訢
은,癮
은,檼
은,泿
은,𤨒
은,誾
은,珢
은,檃
은,嶾
은,慇
은,憖
은,圻
을,乙
을,鳦
을,圪
음,音
음,陰
음,吟
음,蔭
음,淫
음,韾
음,喑
음,廕
음,愔
음,飮
음,霪
음,崟
읍,悒
읍,邑
읍,揖
읍,泣
읍,浥
읍,挹
응,應
응,凝
응,鷹
응,𥌾
응,膺
의,意
의,義
의,議
의,依
의,宜
의,疑
의,醫
의,倚
의,椅
의,衣
의,毅
의,擬
의,儀
의,矣
의,誼
의,懿
의,礒
의,艤
의,漪
의,嶷
의,凒
의,㛄
의,蟻
의,螘
의,饐
의,猗
의,欹
의,薏
의,劓
의,儗
이,以
이,而
이,二
이,已
이,利
이,李
이,理
이,裡
이,易
이,離
이,里
이,爾
이,異
이,尔
이,耳
이,泥
이,移
이,怡
이,伊
이,裏
이,梨
이,羡
이,姨
이,荑
이,苡
이,夷
이,飴
이,媐
이,珥
이,履
이,杝
이,餌
이,貽
이,彝
이,彛
이,頤
이,邇
이,痍
이,䏪
이,痢
이,罹
이,李
이,梨
이,易
이,履
이,吏
이,泥
이,理
이,利
이,迤
이,痢
이,珆
이,裏
이,坨
이,佴
이,裡
이,里
이,離
이,貳
이,罹
이,洟
이,吏
이,訑
이,咿
이,巸
이,詑
이,㛅
이,栮
이,肄
이,廙
이,弛
이,隶
이,鴯
익,益
익,翼
익,翊
익,溺
익,瀷
익,鷁
익,匿
익,溺
익,匿
익,翌
익,弋
익,熤
익,謚
인,人
인,因
인,認
인,引
인,仁
인,印
인,忍
인,吝
인,鱗
인,咽
인,刃
인,忈
인,麟
인,仞
인,芢
인,𦟘
인,洇
인,璘
인,朄
인,禋
인,牣
인,扨
인,靭
인,氤
인,韌
인,隣
인,燐
인,濥
인,㲽
인,寅
인,姻
인,秵
인,藺
인,靷
인,籾
인,諲
인,婣
인,絪
인,鱗
인,茵
인,隣
인,藺
인,裀
인,𣍃
인,璌
인,璘
인,湮
인,夤
인,忎
인,堙
인,戭
인,燐
인,吝
인,麟
인,蚓
인,儿
일,一
일,日
일,逸
일,溢
일,鎰
일,劮
일,軼
일,佚
일,壹
일,泆
일,佾
일,馹
일,𨓜
임,林
임,任
임,臨
임,淋
임,妊
임,銋
임,飪
임,荏
임,壬
임,姙
임,䚾
임,䛘
임,衽
임,臨
임,絍
임,淋
임,恁
임,賃
임,林
임,稔
입,入
입,立
입,粒
입,卄
입,立
입,笠
입,粒
입,廿
입,笠
잉,仍
잉,剩
잉,媵
잉,芿
잉,孕
자,子
자,自
자,字
자,資
자,者
자,仔
자,磁
자,姊
자,刺
자,姿
자,滋
자,慈
자,藉
자,紫
자,煮
자,蔗
자,雌
자,姉
자,鎡
자,鶿
자,茈
자,泚
자,瓷
자,恣
자,髭
자,訾
자,耔
자,貲
자,咨
자,玆
자,鷓
자,虸
자,粢
자,柘
자,孖
자,褯
자,疵
자,赭
자,孜
자,呰
자,胾
자,頿
자,孶
자,牸
자,莿
자,嬨
자,鮓
자,茨
자,秄
자,諮
자,觜
자,炙
자,茲
자,眦
자,眥
작,作
작,昨
작,炸
작,爵
작,雀
작,嚼
작,犳
작,酌
작,勺
작,斱
작,焯
작,舃
작,芍
작,汋
작,岝
작,斫
작,怍
작,柞
작,碏
작,灼
작,鵲
작,綽
잔,殘
잔,棧
잔,戔
잔,剗
잔,孱
잔,潺
잔,驏
잔,盞
잠,暫
잠,潛
잠,潜
잠,箴
잠,簪
잠,涔
잠,濳
잠,蠶
잠,岑
잡,卡
잡,雜
잡,囃
잡,眨
잡,襍
잡,磼
장,章
장,張
장,場
장,長
장,將
장,将
장,裝
장,装
장,狀
장,莊
장,壯
장,牆
장,丈
장,掌
장,藏
장,獎
장,帳
장,蔣
장,障
장,壮
장,醬
장,匠
장,仗
장,杖
장,腸
장,漿
장,臟
장,葬
장,薔
장,鄣
장,狀
장,璋
장,嬙
장,臧
장,傽
장,檣
장,奘
장,糚
장,廧
장,奬
장,瘴
장,妝
장,暲
장,粧
장,麞
장,萇
장,欌
장,羘
장,戕
장,樟
장,鏘
장,嶂
장,贓
장,餦
장,牂
장,賬
장,墻
장,獐
장,漳
장,庄
재,在
재,再
재,才
재,載
재,材
재,災
재,財
재,裁
재,齋
재,哉
재,栽
재,縡
재,捚
재,夈
재,溨
재,賳
재,纔
재,扗
재,梓
재,榟
재,崽
재,宰
재,渽
재,灾
재,齎
재,滓
쟁,爭
쟁,箏
쟁,諍
쟁,鎗
쟁,琤
쟁,猙
쟁,崢
쟁,錚
저,這
저,著
저,姐
저,豬
저,低
저,底
저,抵
저,儲
저,貯
저,咀
저,苴
저,佇
저,詛
저,菹
저,猪
저,紵
저,苧
저,楮
저,牴
저,杼
저,齟
저,袛
저,蛆
저,柢
저,岨
저,雎
저,狙
저,杵
저,樗
저,渚
저,瀦
저,陼
저,觝
저,潴
저,躇
저,褚
저,藷
저,疽
저,箸
저,罝
저,氐
저,宁
저,邸
저,羝
저,詆
저,沮
적,的
적,適
적,敵
적,滴
적,摘
적,籍
적,積
적,績
적,吊
적,寂
적,赤
적,笛
적,跡
적,蹟
적,迪
적,賊
적,迹
적,炙
적,狄
적,馰
적,覿
적,樀
적,荻
적,磧
적,逖
적,炙
적,鏑
적,菂
적,翟
적,糴
적,謫
적,嫡
적,勣
전,前
전,電
전,全
전,傳
전,專
전,錢
전,轉
전,戰
전,田
전,典
전,展
전,剪
전,箭
전,吮
전,磚
전,殿
전,痊
전,澱
전,澶
전,煎
전,栴
전,悛
전,鄽
전,佺
전,錪
전,筌
전,戩
전,輾
전,腆
전,輇
전,牋
전,纏
전,鸇
전,雋
전,餰
전,鋑
전,翦
전,佃
전,銓
전,塡
전,槇
전,飦
전,邅
전,琠
전,畠
전,畑
전,畋
전,嫥
전,甸
전,甎
전,箋
전,囀
전,顓
전,奠
전,顚
전,荃
전,湔
전,羶
전,屇
전,氈
전,顫
전,鐫
전,鱣
전,瑱
전,籛
전,篆
전,鬋
전,揃
전,旃
전,膞
전,鈿
전,詮
전,靛
전,巓
전,餞
전,癲
전,靦
전,躔
전,癜
전,栓
전,廛
전,塼
절,切
절,節
절,絕
절,折
절,截
절,窃
절,竊
절,岊
절,浙
절,癤
절,晢
절,絶
점,點
점,点
점,店
점,漸
점,佔
점,黏
점,粘
점,墊
점,蛅
점,霑
점,颭
점,鮎
점,奌
점,苫
점,笘
점,覘
점,簟
점,岾
점,玷
점,蔪
점,占
접,接
접,蝶
접,摺
접,蹀
접,楪
접,跕
접,椄
접,蜨
접,鰈
정,定
정,正
정,情
정,程
정,政
정,整
정,停
정,精
정,静
정,靜
정,灯
정,睛
정,淨
정,丁
정,頂
정,井
정,庭
정,挺
정,訂
정,貞
정,晶
정,廷
정,征
정,証
정,靖
정,偵
정,鄭
정,釘
정,亭
정,艇
정,叮
정,呈
정,鉦
정,霆
정,遉
정,珵
정,婷
정,炡
정,瀞
정,酊
정,酲
정,𩇕
정,𩓞
정,晸
정,幀
정,婧
정,侹
정,渟
정,桯
정,碇
정,涏
정,眐
정,淀
정,柾
정,諪
정,鼎
정,疔
정,町
정,鋌
정,湞
정,珽
정,掟
정,梃
정,朾
정,旌
정,玎
정,錠
정,鋥
정,禎
정,妌
정,姃
정,靚
정,檉
정,佂
정,汀
정,頲
정,胜
정,靘
정,穽
정,怔
정,棖
정,綎
정,筳
정,埩
정,楨
정,莛
제,提
제,第
제,弟
제,除
제,題
제,制
제,帝
제,際
제,製
제,諸
제,濟
제,擠
제,齊
제,梯
제,啼
제,劑
제,蹄
제,堤
제,祭
제,瑅
제,躋
제,睇
제,悌
제,偙
제,鍗
제,済
제,霽
제,薺
제,蹏
제,臍
제,鯷
제,踶
제,姼
제,緹
제,猘
제,醍
제,鮧
제,韲
제,娣
제,稊
제,禔
제,晢
제,隄
제,儕
제,媞
조,找
조,造
조,組
조,早
조,條
조,鳥
조,助
조,調
조,趙
조,照
조,操
조,粗
조,釣
조,阻
조,租
조,朝
조,潮
조,糟
조,祖
조,昭
조,遭
조,措
조,爪
조,澡
조,祚
조,嘈
조,凋
조,雕
조,躁
조,燥
조,噪
조,弔
조,眺
조,窕
조,鯛
조,藻
조,傮
조,肇
조,璪
조,詔
조,鵰
조,誂
조,皁
조,嘲
조,蔦
조,糙
조,譟
조,糶
조,嬥
조,厝
조,笊
조,彫
조,兆
조,琱
조,絛
조,懆
조,絩
조,竈
조,殂
조,銚
조,刁
조,蚤
조,稠
조,鼂
조,臊
조,祧
조,棗
조,俎
조,徂
조,蜩
조,晁
조,鋽
조,𠄬
조,嶆
조,佻
조,槽
조,艚
조,漕
조,繰
조,曹
조,胙
조,曺
조,鈟
족,足
족,族
족,簇
족,瘯
족,鏃
존,存
존,尊
존,拵
졸,卒
졸,拙
졸,猝
종,種
종,從
종,鐘
종,宗
종,終
종,縱
종,蹤
종,綜
종,鍾
종,踪
종,慫
종,悰
종,棕
종,伀
종,腫
종,椶
종,淙
종,倧
종,螽
종,柊
종,瘇
종,粽
종,慒
종,樅
종,瑽
종,踵
종,琮
좌,坐
좌,左
좌,座
좌,挫
좌,痤
좌,佐
좌,莝
좌,剉
좌,髽
죄,罪
주,做
주,走
주,住
주,主
주,周
주,週
주,注
주,奏
주,調
주,註
주,酒
주,丟
주,珠
주,宙
주,洲
주,州
주,朱
주,籌
주,舟
주,駐
주,蛛
주,廚
주,蛀
주,株
주,柱
주,詋
주,誅
주,肘
주,妵
주,綢
주,霔
주,䝬
주,酎
주,侜
주,胕
주,澍
주,胄
주,皗
주,晭
주,拄
주,鑄
주,躊
주,輈
주,輳
주,冑
주,燽
주,珘
주,趎
주,幬
주,絑
주,逎
주,賙
주,紸
주,紬
주,侏
주,籒
주,腠
주,湊
주,紂
주,尌
주,遒
주,炷
주,鉒
주,㫶
주,晝
주,儔
주,疇
주,䎻
주,邾
주,呪
주,嗾
주,椆
주,裯
주,蔟
주,姝
주,霌
주,鼄
주,硃
죽,竹
죽,粥
준,準
준,純
준,俊
준,准
준,遵
준,樽
준,凖
준,蹲
준,鵔
준,睃
준,𨶊
준,晙
준,焌
준,濬
준,懏
준,噂
준,餕
준,鱒
준,竣
준,隼
준,僔
준,蠢
준,寯
준,䜭
준,逡
준,踆
준,綧
준,儁
준,葰
준,畯
준,浚
준,竴
준,埻
준,陖
준,駿
준,撙
준,罇
준,𢓭
준,鐏
준,皴
준,墫
준,惷
준,迿
준,埈
준,峻
준,雋
줄,茁
줄,乼
중,中
중,重
중,眾
중,衆
중,仲
즉,即
즉,卽
즉,喞
즐,櫛
즐,騭
즙,汁
즙,蕺
즙,檝
즙,楫
즙,葺
증,曾
증,增
증,證
증,贈
증,蒸
증,憎
증,症
증,甑
증,嶒
증,拯
증,烝
증,矰
증,繒
증,罾
지,地
지,知
지,之
지,指
지,持
지,識
지,支
지,至
지,紙
지,止
지,志
지,智
지,池
지,枝
지,遲
지,址
지,誌
지,只
지,蜘
지,吱
지,肢
지,趾
지,阯
지,摯
지,枳
지,𥏾
지,𥎵
지,漬
지,汦
지,咫
지,旨
지,鋕
지,坁
지,芝
지,識
지,洔
지,躓
지,贄
지,脂
지,禔
지,祉
지,鮨
지,搘
지,扺
지,篪
지,厎
지,劧
지,榰
지,忯
지,祗
지,軹
지,秪
지,踟
지,舐
지,痣
지,沚
지,墀
지,馶
지,坻
지,砥
지,泜
지,鷙
지,芷
지,觗
직,直
직,職
직,織
직,稷
직,禝
직,稙
진,真
진,進
진,陳
진,盡
진,陣
진,尽
진,塵
진,珍
진,震
진,振
진,儘
진,秦
진,趁
진,辰
진,診
진,璡
진,昣
진,鎭
진,縝
진,軫
진,稹
진,瑱
진,枃
진,嗔
진,袗
진,抮
진,溱
진,鉁
진,𤨁
진,桭
진,靕
진,螴
진,槇
진,敒
진,珒
진,侲
진,殄
진,縉
진,瑨
진,賑
진,臻
진,禛
진,晉
진,䑐
진,晋
진,疹
진,津
진,搢
진,瞋
진,蔯
진,眞
진,榛
진,鬒
진,塡
진,唇
진,蓁
진,畛
진,眹
질,質
질,跌
질,秩
질,疾
질,姪
질,侄
질,迭
질,嫉
질,膣
질,窒
질,郅
질,帙
질,絰
질,垤
질,鑕
질,蛭
질,蒺
질,桎
질,叱
질,瓆
짐,斟
짐,鴆
짐,朕
집,什
집,集
집,輯
집,執
집,什
집,咠
집,楫
집,潗
집,緝
집,鏶
집,戢
집,𬄕
징,徵
징,癥
징,懲
징,澄
징,瀓
징,瞪
징,澂
차,次
차,車
차,且
차,差
차,此
차,茶
차,借
차,遮
차,奲
차,槎
차,硨
차,茶
차,佽
차,嗟
차,徣
차,姹
차,蹉
차,侘
차,箚
차,奓
차,叉
차,嵯
차,偖
차,鹺
차,岔
차,磋
차,瑳
착,錯
착,捉
착,着
착,窄
착,鑿
착,擉
착,搾
착,斲
착,齪
착,戳
찬,餐
찬,讚
찬,贊
찬,燦
찬,讃
찬,饌
찬,竄
찬,攢
찬,纘
찬,欑
찬,璨
찬,簒
찬,儧
찬,瓚
찬,撰
찬,澯
찬,儹
찬,粲
찬,趲
찬,篡
찬,㜺
찬,纂
찬,鑽
찬,爨
찬,賛
찬,巑
찬,劗
찰,擦
찰,察
찰,扎
찰,紮
찰,刹
찰,拶
찰,札
참,站
참,參
참,慘
참,慚
참,斬
참,讒
참,叅
참,儳
참,巉
참,驂
참,憯
참,鏨
참,槧
참,譖
참,讖
참,嶄
참,塹
참,慙
참,毚
참,鑱
참,欃
참,黲
참,僭
참,攙
참,饞
참,懺
창,唱
창,廠
창,創
창,窗
창,槍
창,搶
창,漲
창,昌
창,蒼
창,彰
창,滄
창,窓
창,暢
창,倡
창,倉
창,脹
창,窻
창,猖
창,愴
창,菖
창,瑲
창,淌
창,椙
창,倀
창,傖
창,艙
창,鬯
창,氅
창,鋹
창,昶
창,晿
창,淐
창,惝
창,娼
창,鶬
창,錆
창,凔
창,閶
창,戧
창,悵
창,敞
창,瘡
창,蹌
창,刱
채,彩
채,責
채,採
채,菜
채,采
채,蔡
채,茝
채,寨
채,睬
채,寀
채,婇
채,釵
채,棌
채,琗
채,債
채,砦
채,埰
채,綵
책,責
책,策
책,冊
책,蚱
책,笧
책,磔
책,簀
책,嘖
책,柵
책,册
책,幘
처,處
처,妻
처,淒
처,悽
처,萋
처,覷
처,褄
처,凄
처,郪
척,隻
척,尺
척,刺
척,戚
척,擲
척,墌
척,斥
척,瘠
척,呎
척,倜
척,蜴
척,脊
척,陟
척,躑
척,坧
척,拓
척,慽
척,慼
척,蹠
척,滌
척,摭
척,惕
척,跖
척,刺
척,塉
척,捗
척,剔
천,天
천,穿
천,千
천,薦
천,淺
천,賤
천,闡
천,泉
천,遷
천,川
천,踐
천,喘
천,濺
천,儃
천,倩
천,洊
천,韆
천,瓩
천,蚕
천,粁
천,蕆
천,靝
천,釧
천,擅
천,僢
천,俴
천,茜
천,舛
천,阡
천,祆
천,仟
천,荐
천,辿
천,玔
천,臶
천,芊
천,蒨
철,鐵
철,徹
철,哲
철,澈
철,綴
철,凸
철,惙
철,剟
철,餮
철,悊
철,銕
철,錣
철,掇
철,輟
철,喆
철,埑
철,歠
철,轍
철,撤
철,飻
철,瞮
철,啜
철,鉄
첨,簽
첨,甜
첨,尖
첨,添
첨,惉
첨,沾
첨,櫼
첨,幨
첨,檐
첨,詹
첨,瀸
첨,簷
첨,襜
첨,瞻
첨,諂
첨,忝
첨,籤
첨,甛
첨,僉
첩,貼
첩,捷
첩,疊
첩,帖
첩,輒
첩,妾
첩,喋
첩,倢
첩,牒
첩,堞
첩,睫
첩,怗
첩,諜
첩,呫
첩,褺
청,請
청,聽
청,清
청,青
청,晴
청,廳
청,蜻
청,鶄
청,婧
청,凊
청,圊
청,淸
청,鯖
청,靑
청,菁
체,體
체,切
체,替
체,棣
체,遞
체,彘
체,剃
체,靆
체,蕞
체,嚏
체,涕
체,砌
체,軆
체,締
체,滯
체,殢
체,玼
체,諟
체,諦
체,髰
체,切
체,蒂
체,蔕
체,逮
초,超
초,草
초,初
초,招
초,楚
초,抄
초,秒
초,焦
초,礎
초,稍
초,蕉
초,剿
초,炒
초,鈔
초,哨
초,悄
초,梢
초,誚
초,僬
초,峭
초,趠
초,苕
초,齠
초,愀
초,綃
초,肖
초,鞘
초,偢
초,杪
초,酢
초,釥
초,椒
초,顦
초,貂
초,譙
초,醋
초,𪓐
초,噍
초,鷦
초,醮
초,礁
초,軺
초,憔
초,勦
초,俏
초,嫶
초,艸
초,嶕
초,劭
초,燋
초,怊
초,髫
초,迢
초,耖
초,鍫
초,樵
초,鍬
초,岧
초,硝
촉,促
촉,觸
촉,燭
촉,囑
촉,髑
촉,曯
촉,爥
촉,矗
촉,蜀
촉,薥
촉,矚
촉,躅
촌,村
촌,寸
촌,吋
촌,忖
촌,邨
총,總
총,聰
총,叢
총,摠
총,総
총,葱
총,騘
총,蓯
총,寵
총,鏦
총,蔥
총,驄
총,銃
총,冢
총,聡
총,憁
총,悤
총,塚
촬,撮
최,最
최,催
최,磪
최,漼
최,璀
최,脧
최,榱
최,縗
최,崔
최,嘬
최,摧
추,追
추,推
추,抽
추,秋
추,樞
추,醜
추,趨
추,帚
추,隹
추,縋
추,縐
추,麤
추,魋
추,墜
추,騶
추,騅
추,鎚
추,娵
추,龝
추,皺
추,僦
추,瘳
추,鰌
추,捶
추,麄
추,陬
추,錘
추,鰍
추,錐
추,搥
추,揫
추,簉
추,鵻
추,箒
추,鶵
추,箠
추,鶖
추,芻
추,諏
추,啾
추,椎
추,惆
추,鞦
추,湫
추,甃
추,雛
추,酋
추,蒭
추,楸
추,萩
추,鄒
축,祝
축,築
축,縮
축,逐
축,畜
축,蓄
축,豖
축,竺
축,丑
축,軸
축,妯
축,蹴
축,筑
축,鼀
축,蹜
축,蹙
축,舳
춘,春
춘,賰
춘,瑃
춘,椿
출,出
출,朮
출,秫
출,黜
충,充
충,蟲
충,衝
충,忠
충,冲
충,沖
충,忡
충,虫
충,衷
충,珫
췌,贅
췌,惴
췌,萃
췌,悴
췌,顇
췌,膵
췌,疩
췌,揣
췌,瘁
취,就
취,取
취,趣
취,吹
취,臭
취,嘴
취,聚
취,脆
취,醉
취,驟
취,翠
취,冣
취,娶
취,炊
취,橇
취,鷲
취,毳
측,測
측,側
측,廁
측,惻
측,厠
측,仄
측,昃
층,層
치,治
치,置
치,致
치,齒
치,恥
치,癡
치,痴
치,稚
치,馳
치,熾
치,跱
치,淄
치,峙
치,雉
치,卮
치,巵
치,痔
치,褫
치,哆
치,値
치,寘
치,痓
치,菑
치,畤
치,幟
치,蚩
치,阤
치,鵄
치,鴟
치,鴙
치,絺
치,錙
치,緇
치,豸
치,鯔
치,輜
치,緻
치,穉
치,侈
치,薙
치,嗤
치,梔
칙,則
칙,飭
칙,敕
칙,勅
친,親
친,襯
친,藽
친,櫬
친,齔
칠,七
칠,漆
칠,柒
침,針
침,沈
침,侵
침,沉
침,寢
침,浸
침,寖
침,駸
침,棽
침,鍼
침,郴
침,琛
침,砧
침,忱
침,枕
침,椹
침,鋟
칩,蟄
칭,稱
칭,秤
쾌,快
쾌,噲
쾌,夬
타,他
타,打
타,妥
타,墮
타,拖
타,陀
타,惰
타,舵
타,駝
타,沱
타,拕
타,唾
타,佗
타,鴕
타,柁
타,朶
타,躱
타,詫
타,坨
타,跎
타,馱
타,詑
타,咤
타,駞
타,垞
타,橢
타,鼉
타,楕
타,鮀
탁,度
탁,託
탁,托
탁,拆
탁,啄
탁,濁
탁,拓
탁,柝
탁,琢
탁,琸
탁,晫
탁,涿
탁,矺
탁,逴
탁,沰
탁,濯
탁,籜
탁,擢
탁,踔
탁,卓
탁,坼
탁,蘀
탁,度
탁,鐸
탁,倬
탁,槖
탁,拓
탁,橐
탄,彈
탄,誕
탄,坦
탄,嘆
탄,灘
탄,歎
탄,憻
탄,驒
탄,憚
탄,殫
탄,炭
탄,癱
탄,呑
탄,攤
탄,綻
탄,暺
탈,脫
탈,奪
탈,侻
탐,貪
탐,探
탐,嗿
탐,耽
탐,忐
탐,眈
탐,酖
탑,塔
탑,搭
탑,塌
탑,榻
탑,傝
탑,搨
탕,湯
탕,糖
탕,盪
탕,蕩
탕,帑
탕,燙
탕,宕
탕,蘯
탕,碭
탕,糖
태,太
태,台
태,態
태,脫
태,抬
태,胎
태,泰
태,颱
태,珆
태,埭
태,鈦
태,邰
태,孡
태,娧
태,笞
태,怠
태,汰
태,苔
태,兌
태,跆
태,駄
태,駘
태,迨
태,殆
태,鮐
택,擇
택,澤
택,宅
택,宅
택,垞
탱,撐
탱,牚
탱,撑
터,攄
토,討
토,土
토,兔
토,吐
토,兎
톤,噋
톤,瓲
톤,噸
통,統
통,通
통,痛
통,洞
통,桶
통,樋
통,恫
통,慟
통,筒
통,筩
통,洞
퇴,堆
퇴,退
퇴,腿
퇴,槌
퇴,隤
퇴,褪
퇴,頹
투,投
투,套
투,透
투,偸
투,骰
투,渝
투,鬪
투,妬
투,妒
퉁,佟
특,特
특,慝
특,忒
틈,闖
파,把
파,破
파,巴
파,怕
파,罷
파,播
파,波
파,派
파,爬
파,爸
파,婆
파,坡
파,擺
파,頗
파,玻
파,跛
파,耙
파,笆
파,岥
파,芭
파,簸
파,叵
파,菠
파,妑
파,灞
파,琶
파,皤
파,杷
파,葩
파,鄱
판,板
판,版
판,辦
판,判
판,販
판,汴
판,阪
판,坂
판,瓣
판,鈑
팔,八
팔,叭
팔,捌
팔,汃
팔,朳
패,牌
패,敗
패,貝
패,佩
패,霸
패,沛
패,狽
패,旆
패,浿
패,悖
패,唄
패,孛
패,霈
패,稗
패,覇
패,珮
팽,彭
팽,膨
팽,烹
팽,砰
팽,祊
팽,澎
팽,蟛
팽,蟚
퍅,愎
편,便
편,片
편,扁
편,篇
편,編
편,騙
편,遍
편,偏
편,鞭
편,匾
편,徧
편,諞
편,褊
편,惼
편,緶
편,艑
편,蝙
편,翩
편,萹
폄,砭
폄,貶
폄,窆
평,平
평,評
평,坪
평,抨
평,蓱
평,怦
평,枰
평,苹
평,泙
평,萍
평,鮃
폐,廢
폐,幣
폐,敝
폐,閉
폐,吠
폐,肺
폐,斃
폐,蔽
폐,弊
폐,嬖
폐,狴
폐,陛
폐,癈
폐,獘
포,布
포,抱
포,包
포,暴
포,怖
포,泡
포,拋
포,炮
포,飽
포,佈
포,捕
포,胞
포,砲
포,葡
포,鋪
포,袍
포,舖
포,鯆
포,誧
포,儤
포,晡
포,炰
포,鮑
포,抛
포,咆
포,圃
포,庖
포,鉋
포,鞄
포,苞
포,逋
포,浦
포,匏
포,哺
포,褒
포,匍
포,疱
포,暴
포,脯
포,曓
포,餔
포,蒲
폭,暴
폭,幅
폭,爆
폭,曝
폭,瀑
폭,輻
폭,輻
표,表
표,標
표,票
표,飄
표,漂
표,豹
표,僄
표,剽
표,鏢
표,杓
표,鑣
표,驃
표,彪
표,縹
표,飇
표,髟
표,嘌
표,飆
표,熛
표,嫖
표,慓
표,裱
표,殍
표,䏇
표,勡
표,俵
표,摽
표,瓢
표,鰾
품,品
품,稟
품,禀
풍,風
풍,豐
풍,楓
풍,瘋
풍,馮
풍,諷
풍,豊
풍,葑
피,被
피,皮
피,避
피,披
피,彼
피,疲
피,詖
피,鞁
피,陂
피,髲
피,辟
픽,腷
필,必
필,筆
필,畢
필,匹
필,滭
필,觱
필,泌
필,駜
필,蓽
필,佖
필,疋
필,鉍
필,罼
필,篳
필,咇
필,珌
필,韠
필,鞸
필,㪤
필,馝
필,蹕
필,㳼
필,苾
필,鵯
필,弼
핍,乏
핍,逼
핍,偪
하,下
하,何
하,呀
하,夏
하,河
하,荷
하,嚇
하,賀
하,廈
하,岈
하,罅
하,𧬂
하,碬
하,昰
하,鍜
하,瘕
하,瑕
하,㰤
하,抲
하,㗿
하,遐
하,懗
하,鰕
하,赮
하,蝦
하,嘏
하,煆
하,閜
하,霞
하,厦
하,蕸
학,學
학,学
학,鷽
학,确
학,狢
학,謔
학,郝
학,虐
학,嗃
학,瘧
학,鶴
학,壑
학,皬
한,限
한,漢
한,寒
한,恨
한,閒
한,韓
한,汗
한,扞
한,旱
한,邗
한,閑
한,捍
한,駻
한,悍
한,瀚
한,澣
한,翰
한,鷳
한,嫺
한,閈
한,暵
한,鼾
한,罕
한,僩
한,嫻
한,橌
한,𡽜
한,䦥
한,澖
한,忓
할,割
할,瞎
할,轄
함,含
함,函
함,喊
함,涵
함,艦
함,陷
함,鹹
함,啣
함,檻
함,緘
함,諴
함,菡
함,銜
함,咸
함,莟
함,闞
함,轞
합,合
합,哈
합,蛤
합,盒
합,闔
합,柙
합,溘
합,閤
합,榼
합,嗑
합,匌
합,盍
합,陜
합,郃
항,行
항,項
항,缸
항,港
항,恆
항,抗
항,巷
항,航
항,降
항,沆
항,杭
항,夯
항,行
항,伉
항,恒
